[19-Nov-2014 22:31:39 UTC] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[21-Nov-2014 03:15:44 UTC] PHP Notice:  Trying to get property of non-object in /chroot/home/radarall/radaralley.com/html/wp-includes/capabilities.php on line 1172
[21-Nov-2014 03:15:44 UTC] PHP Notice:  Trying to get property of non-object in /chroot/home/radarall/radaralley.com/html/wp-includes/capabilities.php on line 1172
[21-Nov-2014 03:15:44 UTC] PHP Notice:  Trying to get property of non-object in /chroot/home/radarall/radaralley.com/html/wp-includes/capabilities.php on line 1168
[21-Nov-2014 03:15:44 UTC] PHP Notice:  Trying to get property of non-object in /chroot/home/radarall/radaralley.com/html/wp-includes/capabilities.php on line 1169
[21-Nov-2014 03:15:44 UTC] PHP Notice:  Trying to get property of non-object in /chroot/home/radarall/radaralley.com/html/wp-includes/capabilities.php on line 1169
[21-Nov-2014 03:15:44 UTC] PHP Notice:  Trying to get property of non-object in /chroot/home/radarall/radaralley.com/html/wp-includes/capabilities.php on line 1172
[21-Nov-2014 03:15:44 UTC] PHP Notice:  Trying to get property of non-object in /chroot/home/radarall/radaralley.com/html/wp-includes/capabilities.php on line 1172
[21-Nov-2014 03:15:44 UTC] PHP Notice:  Trying to get property of non-object in /chroot/home/radarall/radaralley.com/html/wp-includes/capabilities.php on line 1168
[21-Nov-2014 03:15:44 UTC] PHP Notice:  Trying to get property of non-object in /chroot/home/radarall/radaralley.com/html/wp-includes/capabilities.php on line 1169
[21-Nov-2014 03:15:44 UTC] PHP Notice:  Trying to get property of non-object in /chroot/home/radarall/radaralley.com/html/wp-includes/capabilities.php on line 1169
[21-Nov-2014 03:15:44 UTC] PHP Notice:  Trying to get property of non-object in /chroot/home/radarall/radaralley.com/html/wp-includes/capabilities.php on line 1172
[21-Nov-2014 03:15:44 UTC] PHP Notice:  Trying to get property of non-object in /chroot/home/radarall/radaralley.com/html/wp-includes/capabilities.php on line 1172
[21-Nov-2014 03:15:44 UTC] PHP Notice:  Trying to get property of non-object in /chroot/home/radarall/radaralley.com/html/wp-includes/capabilities.php on line 1168
[21-Nov-2014 03:15:44 UTC] PHP Notice:  Trying to get property of non-object in /chroot/home/radarall/radaralley.com/html/wp-includes/capabilities.php on line 1169
[21-Nov-2014 03:15:44 UTC] PHP Notice:  Trying to get property of non-object in /chroot/home/radarall/radaralley.com/html/wp-includes/capabilities.php on line 1169
[21-Nov-2014 03:15:44 UTC] PHP Notice:  Trying to get property of non-object in /chroot/home/radarall/radaralley.com/html/wp-includes/capabilities.php on line 1172
[21-Nov-2014 03:15:44 UTC] PHP Notice:  Trying to get property of non-object in /chroot/home/radarall/radaralley.com/html/wp-includes/capabilities.php on line 1172
[23-Nov-2014 16:32:28 UTC] PHP Warning:  Invalid argument supplied for foreach() in /chroot/home/radarall/radaralley.com/html/wp-content/plugins/debug-bar-post-meta/class-debug-bar-post-meta.php on line 13
[23-Nov-2014 16:39:05 UTC] PHP Warning:  Invalid argument supplied for foreach() in /chroot/home/radarall/radaralley.com/html/wp-content/plugins/debug-bar-post-meta/class-debug-bar-post-meta.php on line 13
[23-Nov-2014 16:39:19 UTC] PHP Warning:  Invalid argument supplied for foreach() in /chroot/home/radarall/radaralley.com/html/wp-content/plugins/debug-bar-post-meta/class-debug-bar-post-meta.php on line 13
[23-Nov-2014 16:39:31 UTC] PHP Warning:  Invalid argument supplied for foreach() in /chroot/home/radarall/radaralley.com/html/wp-content/plugins/debug-bar-post-meta/class-debug-bar-post-meta.php on line 13
[23-Nov-2014 16:39:45 UTC] PHP Warning:  Invalid argument supplied for foreach() in /chroot/home/radarall/radaralley.com/html/wp-content/plugins/debug-bar-post-meta/class-debug-bar-post-meta.php on line 13
[23-Nov-2014 16:40:12 UTC] PHP Warning:  Invalid argument supplied for foreach() in /chroot/home/radarall/radaralley.com/html/wp-content/plugins/debug-bar-post-meta/class-debug-bar-post-meta.php on line 13
[23-Nov-2014 16:40:23 UTC] PHP Warning:  fopen(/chroot/home/radarall/radaralley.com/html/wp-content/plugins/formidable/formidable.php): failed to open stream: No such file or directory in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4004
[23-Nov-2014 16:40:23 UTC] PHP Warning:  fread() expects parameter 1 to be resource, boolean given in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4007
[23-Nov-2014 16:40:23 UTC] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4010
[23-Nov-2014 16:40:25 UTC] PHP Warning:  fopen(/chroot/home/radarall/radaralley.com/html/wp-content/plugins/formidable/formidable.php): failed to open stream: No such file or directory in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4004
[23-Nov-2014 16:40:25 UTC] PHP Warning:  fread() expects parameter 1 to be resource, boolean given in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4007
[23-Nov-2014 16:40:25 UTC] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4010
[23-Nov-2014 16:40:27 UTC] PHP Warning:  fopen(/chroot/home/radarall/radaralley.com/html/wp-content/plugins/formidable/formidable.php): failed to open stream: No such file or directory in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4004
[23-Nov-2014 16:40:27 UTC] PHP Warning:  fread() expects parameter 1 to be resource, boolean given in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4007
[23-Nov-2014 16:40:27 UTC] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4010
[23-Nov-2014 16:40:30 UTC] PHP Warning:  fopen(/chroot/home/radarall/radaralley.com/html/wp-content/plugins/formidable/formidable.php): failed to open stream: No such file or directory in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4004
[23-Nov-2014 16:40:30 UTC] PHP Warning:  fread() expects parameter 1 to be resource, boolean given in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4007
[23-Nov-2014 16:40:30 UTC] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4010
[23-Nov-2014 16:40:32 UTC] PHP Warning:  fopen(/chroot/home/radarall/radaralley.com/html/wp-content/plugins/formidable/formidable.php): failed to open stream: No such file or directory in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4004
[23-Nov-2014 16:40:32 UTC] PHP Warning:  fread() expects parameter 1 to be resource, boolean given in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4007
[23-Nov-2014 16:40:32 UTC] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4010
[23-Nov-2014 16:40:35 UTC] PHP Warning:  Invalid argument supplied for foreach() in /chroot/home/radarall/radaralley.com/html/wp-content/plugins/debug-bar-post-meta/class-debug-bar-post-meta.php on line 13
[23-Nov-2014 16:41:50 UTC] PHP Warning:  fopen(/chroot/home/radarall/radaralley.com/html/wp-content/plugins/formidable/formidable.php): failed to open stream: No such file or directory in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4004
[23-Nov-2014 16:41:50 UTC] PHP Warning:  fread() expects parameter 1 to be resource, boolean given in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4007
[23-Nov-2014 16:41:50 UTC] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4010
[23-Nov-2014 16:41:53 UTC] PHP Warning:  fopen(/chroot/home/radarall/radaralley.com/html/wp-content/plugins/formidable/formidable.php): failed to open stream: No such file or directory in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4004
[23-Nov-2014 16:41:53 UTC] PHP Warning:  fread() expects parameter 1 to be resource, boolean given in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4007
[23-Nov-2014 16:41:53 UTC] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4010
[23-Nov-2014 16:41:55 UTC] PHP Warning:  fopen(/chroot/home/radarall/radaralley.com/html/wp-content/plugins/formidable/formidable.php): failed to open stream: No such file or directory in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4004
[23-Nov-2014 16:41:55 UTC] PHP Warning:  fread() expects parameter 1 to be resource, boolean given in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4007
[23-Nov-2014 16:41:55 UTC] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4010
[23-Nov-2014 16:41:58 UTC] PHP Warning:  fopen(/chroot/home/radarall/radaralley.com/html/wp-content/plugins/formidable/formidable.php): failed to open stream: No such file or directory in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4004
[23-Nov-2014 16:41:58 UTC] PHP Warning:  fread() expects parameter 1 to be resource, boolean given in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4007
[23-Nov-2014 16:41:58 UTC] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4010
[23-Nov-2014 16:42:00 UTC] PHP Warning:  fopen(/chroot/home/radarall/radaralley.com/html/wp-content/plugins/formidable/formidable.php): failed to open stream: No such file or directory in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4004
[23-Nov-2014 16:42:00 UTC] PHP Warning:  fread() expects parameter 1 to be resource, boolean given in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4007
[23-Nov-2014 16:42:00 UTC] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4010
[23-Nov-2014 16:42:00 UTC] PHP Warning:  fopen(/chroot/home/radarall/radaralley.com/html/wp-content/plugins/formidable/formidable.php): failed to open stream: No such file or directory in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4004
[23-Nov-2014 16:42:00 UTC] PHP Warning:  fread() expects parameter 1 to be resource, boolean given in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4007
[23-Nov-2014 16:42:00 UTC] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4010
[23-Nov-2014 16:42:00 UTC] PHP Warning:  fopen(/chroot/home/radarall/radaralley.com/html/wp-content/plugins/formidable/formidable.php): failed to open stream: No such file or directory in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4004
[23-Nov-2014 16:42:00 UTC] PHP Warning:  fread() expects parameter 1 to be resource, boolean given in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4007
[23-Nov-2014 16:42:00 UTC] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4010
[23-Nov-2014 16:42:01 UTC] PHP Warning:  Invalid argument supplied for foreach() in /chroot/home/radarall/radaralley.com/html/wp-content/plugins/debug-bar-post-meta/class-debug-bar-post-meta.php on line 13
[23-Nov-2014 16:43:46 UTC] PHP Warning:  fopen(/chroot/home/radarall/radaralley.com/html/wp-content/plugins/formidable/formidable.php): failed to open stream: No such file or directory in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4004
[23-Nov-2014 16:43:46 UTC] PHP Warning:  fread() expects parameter 1 to be resource, boolean given in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4007
[23-Nov-2014 16:43:46 UTC] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4010
[23-Nov-2014 16:43:49 UTC] PHP Warning:  fopen(/chroot/home/radarall/radaralley.com/html/wp-content/plugins/formidable/formidable.php): failed to open stream: No such file or directory in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4004
[23-Nov-2014 16:43:49 UTC] PHP Warning:  fread() expects parameter 1 to be resource, boolean given in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4007
[23-Nov-2014 16:43:49 UTC] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4010
[23-Nov-2014 16:44:46 UTC] PHP Warning:  fopen(/chroot/home/radarall/radaralley.com/html/wp-content/plugins/formidable/formidable.php): failed to open stream: No such file or directory in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4004
[23-Nov-2014 16:44:46 UTC] PHP Warning:  fread() expects parameter 1 to be resource, boolean given in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4007
[23-Nov-2014 16:44:46 UTC] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4010
[23-Nov-2014 16:44:49 UTC] PHP Warning:  fopen(/chroot/home/radarall/radaralley.com/html/wp-content/plugins/formidable/formidable.php): failed to open stream: No such file or directory in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4004
[23-Nov-2014 16:44:49 UTC] PHP Warning:  fread() expects parameter 1 to be resource, boolean given in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4007
[23-Nov-2014 16:44:49 UTC] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4010
[23-Nov-2014 16:45:47 UTC] PHP Warning:  fopen(/chroot/home/radarall/radaralley.com/html/wp-content/plugins/formidable/formidable.php): failed to open stream: No such file or directory in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4004
[23-Nov-2014 16:45:47 UTC] PHP Warning:  fread() expects parameter 1 to be resource, boolean given in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4007
[23-Nov-2014 16:45:47 UTC] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4010
[23-Nov-2014 16:45:50 UTC] PHP Warning:  fopen(/chroot/home/radarall/radaralley.com/html/wp-content/plugins/formidable/formidable.php): failed to open stream: No such file or directory in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4004
[23-Nov-2014 16:45:50 UTC] PHP Warning:  fread() expects parameter 1 to be resource, boolean given in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4007
[23-Nov-2014 16:45:50 UTC] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4010
[23-Nov-2014 16:47:47 UTC] PHP Warning:  fopen(/chroot/home/radarall/radaralley.com/html/wp-content/plugins/formidable/formidable.php): failed to open stream: No such file or directory in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4004
[23-Nov-2014 16:47:47 UTC] PHP Warning:  fread() expects parameter 1 to be resource, boolean given in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4007
[23-Nov-2014 16:47:47 UTC] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4010
[23-Nov-2014 16:47:50 UTC] PHP Warning:  fopen(/chroot/home/radarall/radaralley.com/html/wp-content/plugins/formidable/formidable.php): failed to open stream: No such file or directory in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4004
[23-Nov-2014 16:47:50 UTC] PHP Warning:  fread() expects parameter 1 to be resource, boolean given in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4007
[23-Nov-2014 16:47:50 UTC] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4010
[23-Nov-2014 16:49:47 UTC] PHP Warning:  fopen(/chroot/home/radarall/radaralley.com/html/wp-content/plugins/formidable/formidable.php): failed to open stream: No such file or directory in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4004
[23-Nov-2014 16:49:47 UTC] PHP Warning:  fread() expects parameter 1 to be resource, boolean given in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4007
[23-Nov-2014 16:49:47 UTC] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4010
[23-Nov-2014 16:49:50 UTC] PHP Warning:  fopen(/chroot/home/radarall/radaralley.com/html/wp-content/plugins/formidable/formidable.php): failed to open stream: No such file or directory in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4004
[23-Nov-2014 16:49:50 UTC] PHP Warning:  fread() expects parameter 1 to be resource, boolean given in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4007
[23-Nov-2014 16:49:50 UTC] PHP Warning:  fclose() expects parameter 1 to be resource, boolean given in /chroot/home/radarall/radaralley.com/html/wp-includes/functions.php on line 4010
[23-Nov-2014 16:51:21 UTC] PHP Warning:  Invalid argument supplied for foreach() in /chroot/home/radarall/radaralley.com/html/wp-content/plugins/debug-bar-post-meta/class-debug-bar-post-meta.php on line 13
[23-Nov-2014 16:51:42 UTC] PHP Warning:  Invalid argument supplied for foreach() in /chroot/home/radarall/radaralley.com/html/wp-content/plugins/debug-bar-post-meta/class-debug-bar-post-meta.php on line 13
[23-Nov-2014 16:54:02 UTC] PHP Warning:  Invalid argument supplied for foreach() in /chroot/home/radarall/radaralley.com/html/wp-content/plugins/debug-bar-post-meta/class-debug-bar-post-meta.php on line 13
[23-Nov-2014 16:54:13 UTC] PHP Warning:  Invalid argument supplied for foreach() in /chroot/home/radarall/radaralley.com/html/wp-content/plugins/debug-bar-post-meta/class-debug-bar-post-meta.php on line 13
[23-Nov-2014 16:54:26 UTC] PHP Warning:  Invalid argument supplied for foreach() in /chroot/home/radarall/radaralley.com/html/wp-content/plugins/debug-bar-post-meta/class-debug-bar-post-meta.php on line 13
[23-Nov-2014 16:58:02 UTC] PHP Warning:  Invalid argument supplied for foreach() in /chroot/home/radarall/radaralley.com/html/wp-content/plugins/debug-bar-post-meta/class-debug-bar-post-meta.php on line 13
[23-Nov-2014 16:59:59 UTC] PHP Warning:  Invalid argument supplied for foreach() in /chroot/home/radarall/radaralley.com/html/wp-content/plugins/debug-bar-post-meta/class-debug-bar-post-meta.php on line 13
[23-Nov-2014 17:14:39 UTC] PHP Warning:  Invalid argument supplied for foreach() in /chroot/home/radarall/radaralley.com/html/wp-content/plugins/debug-bar-post-meta/class-debug-bar-post-meta.php on line 13
[23-Nov-2014 20:05:12 UTC] PHP Warning:  Invalid argument supplied for foreach() in /chroot/home/radarall/radaralley.com/html/wp-content/plugins/debug-bar-post-meta/class-debug-bar-post-meta.php on line 13
[23-Nov-2014 23:55:55 UTC] PHP Fatal error:  Class 'TribeSettings' not found in /chroot/home/radarall/radaralley.com/html/wp-content/plugins/the-events-calendar-registration/ecgf.php on line 62
[23-Nov-2014 23:56:03 UTC] PHP Fatal error:  Class 'TribeSettings' not found in /chroot/home/radarall/radaralley.com/html/wp-content/plugins/the-events-calendar-registration/ecgf.php on line 62
[23-Nov-2014 23:56:16 UTC] PHP Fatal error:  Class 'TribeSettings' not found in /chroot/home/radarall/radaralley.com/html/wp-content/plugins/the-events-calendar-registration/ecgf.php on line 62
[23-Nov-2014 23:56:51 UTC] PHP Fatal error:  Class 'TribeSettings' not found in /chroot/home/radarall/radaralley.com/html/wp-content/plugins/the-events-calendar-registration/ecgf.php on line 62
[23-Nov-2014 23:57:55 UTC] PHP Fatal error:  Class 'TribeSettings' not found in /chroot/home/radarall/radaralley.com/html/wp-content/plugins/the-events-calendar-registration/ecgf.php on line 62
[23-Nov-2014 23:58:05 UTC] PHP Fatal error:  Class 'TribeSettings' not found in /chroot/home/radarall/radaralley.com/html/wp-content/plugins/the-events-calendar-registration/ecgf.php on line 62
[24-Nov-2014 01:16:29 UTC] PHP Warning:  call_user_func() expects parameter 1 to be a valid callback, function 'pmpro_page_meta' not found or invalid function name in /chroot/home/radarall/radaralley.com/html/wp-admin/includes/template.php on line 1035
[24-Nov-2014 17:46:33 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 17:46:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 17:47:00 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 17:47:09 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 17:47:51 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 17:47:57 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 17:49:08 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 17:51:08 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 17:52:08 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 17:53:08 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 17:53:16 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 17:53:37 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 17:54:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 17:56:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 17:58:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:00:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:02:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:04:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:06:45 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:08:46 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:10:46 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:12:47 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:13:26 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:13:52 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:14:08 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:14:15 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:14:21 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:14:26 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:14:26 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:14:56 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:15:01 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:15:21 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:15:26 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:15:37 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:15:48 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:15:55 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:16:11 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:16:18 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:16:19 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:16:25 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:17:03 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:17:11 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:17:30 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:17:38 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:17:45 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:17:58 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:18:06 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:18:28 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:18:37 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:18:44 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:18:59 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:19:03 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:19:04 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:19:04 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:19:11 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:19:16 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:19:16 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:19:33 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:19:37 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:19:37 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:19:46 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:20:00 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:20:06 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:20:18 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:20:22 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:20:43 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
[24-Nov-2014 18:20:47 America/New_York] PHP Warning:  Module 'ionCube Loader' already loaded in Unknown on line 0
